RetainedRef	DuplicateRef
ENSMUST00000038053.13	ENSMUST00000078988.9
ENSMUST00000178376.1	ENSMUST00000177712.1
ENSMUST00000183096.7	ENSMUST00000085809.10
ENSMUST00000147574.7	ENSMUST00000146295.7
ENSMUST00000203810.2	ENSMUST00000203149.2
ENSMUST00000203810.2	ENSMUST00000238881.1
ENSMUST00000202283.4	ENSMUST00000200390.4
ENSMUST00000102675.9	ENSMUST00000173133.7
ENSMUST00000026580.11	ENSMUST00000106005.8
ENSMUST00000117965.7	ENSMUST00000117497.7
ENSMUST00000203608.2	ENSMUST00000203824.1
ENSMUST00000204573.2	ENSMUST00000080313.1
ENSMUST00000095726.10	ENSMUST00000128533.7
ENSMUST00000095726.10	ENSMUST00000129709.7
ENSMUST00000117529.7	ENSMUST00000119865.7
ENSMUST00000117529.7	ENSMUST00000130645.7
ENSMUST00000060700.3	ENSMUST00000185470.2
ENSMUST00000135807.1	ENSMUST00000060711.7
ENSMUST00000235683.1	ENSMUST00000096257.2
ENSMUST00000084129.8	ENSMUST00000030860.8
ENSMUST00000088512.12	ENSMUST00000163717.1
ENSMUST00000114129.8	ENSMUST00000064407.9
ENSMUST00000114129.8	ENSMUST00000180230.7
ENSMUST00000064272.9	ENSMUST00000111313.9
ENSMUST00000025288.8	ENSMUST00000234410.1
ENSMUST00000060531.15	ENSMUST00000120847.7
ENSMUST00000194016.5	ENSMUST00000193681.5
ENSMUST00000194016.5	ENSMUST00000193289.5
ENSMUST00000110711.8	ENSMUST00000028743.9
ENSMUST00000108180.8	ENSMUST00000171600.1
ENSMUST00000034285.13	ENSMUST00000168698.1
ENSMUST00000186917.6	ENSMUST00000105082.8
ENSMUST00000159062.7	ENSMUST00000161078.7
ENSMUST00000159062.7	ENSMUST00000161546.1
ENSMUST00000203966.2	ENSMUST00000215067.1
ENSMUST00000203966.2	ENSMUST00000056002.4
ENSMUST00000213221.1	ENSMUST00000217192.1
ENSMUST00000213221.1	ENSMUST00000217254.1
ENSMUST00000213221.1	ENSMUST00000187990.2
ENSMUST00000215103.2	ENSMUST00000230797.1
ENSMUST00000233972.1	ENSMUST00000233037.1
ENSMUST00000115156.1	ENSMUST00000181431.3
ENSMUST00000119654.1	ENSMUST00000181012.2
ENSMUST00000063481.8	ENSMUST00000230197.2
ENSMUST00000067563.8	ENSMUST00000229210.1
ENSMUST00000214708.1	ENSMUST00000215244.1
ENSMUST00000122229.7	ENSMUST00000085054.4
ENSMUST00000183112.7	ENSMUST00000182946.7
ENSMUST00000096454.1	ENSMUST00000181659.3
ENSMUST00000014911.11	ENSMUST00000162505.7
ENSMUST00000014911.11	ENSMUST00000117593.7
ENSMUST00000052029.9	ENSMUST00000110626.7
ENSMUST00000162476.7	ENSMUST00000162428.7
ENSMUST00000183431.7	ENSMUST00000183725.1
ENSMUST00000183431.7	ENSMUST00000100809.10
ENSMUST00000183431.7	ENSMUST00000184675.7
ENSMUST00000183431.7	ENSMUST00000183811.1
ENSMUST00000159988.1	ENSMUST00000229697.1
ENSMUST00000124100.7	ENSMUST00000136783.1
ENSMUST00000093166.10	ENSMUST00000165599.8
ENSMUST00000093166.10	ENSMUST00000093165.11
ENSMUST00000115487.2	ENSMUST00000217359.1
ENSMUST00000219615.1	ENSMUST00000217615.1
ENSMUST00000219615.1	ENSMUST00000056718.4
ENSMUST00000231143.1	ENSMUST00000229947.1
ENSMUST00000215469.1	ENSMUST00000216561.1
ENSMUST00000215469.1	ENSMUST00000099784.4
ENSMUST00000114299.7	ENSMUST00000101454.8
ENSMUST00000054952.3	ENSMUST00000108480.1
ENSMUST00000051236.10	ENSMUST00000159814.1
ENSMUST00000051236.10	ENSMUST00000187810.1
ENSMUST00000165305.2	ENSMUST00000229917.1
ENSMUST00000164529.8	ENSMUST00000226934.1
ENSMUST00000164529.8	ENSMUST00000227727.1
ENSMUST00000030357.14	ENSMUST00000125342.1
ENSMUST00000067190.11	ENSMUST00000226471.1
ENSMUST00000067190.11	ENSMUST00000171588.1
ENSMUST00000084042.3	ENSMUST00000084041.3
ENSMUST00000121226.7	ENSMUST00000039324.6
ENSMUST00000058176.6	ENSMUST00000217533.1
ENSMUST00000058176.6	ENSMUST00000214063.1
ENSMUST00000066027.13	ENSMUST00000215178.1
ENSMUST00000081978.9	ENSMUST00000029810.5
ENSMUST00000081978.9	ENSMUST00000167390.7
ENSMUST00000081978.9	ENSMUST00000180196.7
ENSMUST00000227652.1	ENSMUST00000227236.1
ENSMUST00000227652.1	ENSMUST00000074252.4
ENSMUST00000046962.10	ENSMUST00000112662.8
ENSMUST00000107018.7	ENSMUST00000094050.10
ENSMUST00000216566.2	ENSMUST00000214364.1
ENSMUST00000216566.2	ENSMUST00000099910.1
ENSMUST00000004145.13	ENSMUST00000107356.7
ENSMUST00000109124.9	ENSMUST00000164280.1
ENSMUST00000033497.8	ENSMUST00000115655.7
ENSMUST00000033497.8	ENSMUST00000115654.7
ENSMUST00000213942.2	ENSMUST00000050599.4
ENSMUST00000091813.11	ENSMUST00000160639.1
ENSMUST00000091813.11	ENSMUST00000229465.1
ENSMUST00000091813.11	ENSMUST00000229681.1
ENSMUST00000095550.3	ENSMUST00000222422.1
ENSMUST00000028470.9	ENSMUST00000111631.1
ENSMUST00000213405.1	ENSMUST00000213737.1
ENSMUST00000213405.1	ENSMUST00000099608.1
ENSMUST00000111610.11	ENSMUST00000164655.1
ENSMUST00000162699.7	ENSMUST00000160811.2
ENSMUST00000171444.7	ENSMUST00000004780.15
ENSMUST00000031264.11	ENSMUST00000097437.8
ENSMUST00000031264.11	ENSMUST00000112910.1
ENSMUST00000161241.7	ENSMUST00000167546.1
ENSMUST00000238455.1	ENSMUST00000164764.1
ENSMUST00000115086.12	ENSMUST00000239021.1
ENSMUST00000228330.1	ENSMUST00000170386.1
ENSMUST00000186465.6	ENSMUST00000027421.12
ENSMUST00000224986.1	ENSMUST00000021892.6
ENSMUST00000213283.1	ENSMUST00000078631.1
ENSMUST00000102493.7	ENSMUST00000108391.8
ENSMUST00000190962.6	ENSMUST00000187618.6
ENSMUST00000190962.6	ENSMUST00000032353.8
ENSMUST00000054871.11	ENSMUST00000115565.1
ENSMUST00000161002.7	ENSMUST00000160810.1
ENSMUST00000161002.7	ENSMUST00000027463.10
ENSMUST00000106859.2	ENSMUST00000060440.1
ENSMUST00000172646.7	ENSMUST00000173933.7
ENSMUST00000168126.6	ENSMUST00000192929.5
ENSMUST00000052691.8	ENSMUST00000164837.2
ENSMUST00000052691.8	ENSMUST00000174004.1
ENSMUST00000041776.11	ENSMUST00000111812.7
ENSMUST00000041776.11	ENSMUST00000111810.1
ENSMUST00000212436.1	ENSMUST00000216521.1
ENSMUST00000001456.10	ENSMUST00000107553.7
ENSMUST00000001456.10	ENSMUST00000107552.1
ENSMUST00000178665.7	ENSMUST00000017567.13
ENSMUST00000178665.7	ENSMUST00000188489.6
ENSMUST00000022272.13	ENSMUST00000170111.1
ENSMUST00000163139.7	ENSMUST00000049845.5
ENSMUST00000089581.10	ENSMUST00000110277.1
ENSMUST00000194819.1	ENSMUST00000201685.1
ENSMUST00000226520.1	ENSMUST00000228394.1
ENSMUST00000226520.1	ENSMUST00000227893.1
ENSMUST00000226520.1	ENSMUST00000228665.1
ENSMUST00000226520.1	ENSMUST00000079832.2
ENSMUST00000203650.2	ENSMUST00000230231.1
ENSMUST00000118305.7	ENSMUST00000062542.4
ENSMUST00000121492.7	ENSMUST00000173835.1
ENSMUST00000111216.7	ENSMUST00000154469.7
ENSMUST00000194150.5	ENSMUST00000194134.5
ENSMUST00000194150.5	ENSMUST00000029400.6
ENSMUST00000130560.7	ENSMUST00000115230.1
ENSMUST00000040624.6	ENSMUST00000233537.1
ENSMUST00000103040.10	ENSMUST00000103038.7
ENSMUST00000103040.10	ENSMUST00000103041.7
ENSMUST00000103040.10	ENSMUST00000103039.1
ENSMUST00000226829.1	ENSMUST00000226635.1
ENSMUST00000097522.10	ENSMUST00000145634.8
ENSMUST00000097522.10	ENSMUST00000026485.14
ENSMUST00000097522.10	ENSMUST00000150990.8
ENSMUST00000097522.10	ENSMUST00000148955.2
ENSMUST00000053902.3	ENSMUST00000177594.7
ENSMUST00000238591.1	ENSMUST00000238638.1
ENSMUST00000225196.1	ENSMUST00000022535.8
ENSMUST00000215527.1	ENSMUST00000074308.2
ENSMUST00000110637.7	ENSMUST00000062658.14
ENSMUST00000003669.7	ENSMUST00000110124.8
ENSMUST00000205503.1	ENSMUST00000039861.6
ENSMUST00000229586.1	ENSMUST00000230963.1
ENSMUST00000229586.1	ENSMUST00000230257.1
ENSMUST00000229586.1	ENSMUST00000229789.1
ENSMUST00000127756.7	ENSMUST00000020984.8
ENSMUST00000028814.14	ENSMUST00000103182.7
ENSMUST00000160987.7	ENSMUST00000162161.1
ENSMUST00000160987.7	ENSMUST00000020271.12
ENSMUST00000032705.12	ENSMUST00000085556.3
ENSMUST00000050497.13	ENSMUST00000113700.7
ENSMUST00000069690.4	ENSMUST00000109726.7
ENSMUST00000117236.7	ENSMUST00000121622.7
ENSMUST00000117236.7	ENSMUST00000072530.10
ENSMUST00000117236.7	ENSMUST00000128490.8
ENSMUST00000106670.1	ENSMUST00000178808.7
ENSMUST00000032629.15	ENSMUST00000163845.3
ENSMUST00000022660.13	ENSMUST00000100420.3
ENSMUST00000005336.8	ENSMUST00000066760.7
ENSMUST00000223295.1	ENSMUST00000165904.1
ENSMUST00000204687.2	ENSMUST00000204601.2
ENSMUST00000204687.2	ENSMUST00000079926.5
ENSMUST00000174158.2	ENSMUST00000055690.2
ENSMUST00000219491.1	ENSMUST00000163319.8
ENSMUST00000219491.1	ENSMUST00000220197.1
ENSMUST00000219491.1	ENSMUST00000046221.7
ENSMUST00000219491.1	ENSMUST00000218468.1
ENSMUST00000219491.1	ENSMUST00000219921.1
ENSMUST00000106968.7	ENSMUST00000078448.10
ENSMUST00000106968.7	ENSMUST00000106966.7
ENSMUST00000194595.1	ENSMUST00000179064.1
ENSMUST00000229642.1	ENSMUST00000230082.1
ENSMUST00000000109.10	ENSMUST00000068378.5
ENSMUST00000000109.10	ENSMUST00000169825.7
ENSMUST00000228664.1	ENSMUST00000228244.1
ENSMUST00000228664.1	ENSMUST00000078039.2
ENSMUST00000229110.1	ENSMUST00000096347.3
ENSMUST00000172868.7	ENSMUST00000172587.7
ENSMUST00000018877.8	ENSMUST00000175741.7
ENSMUST00000018877.8	ENSMUST00000108146.7
ENSMUST00000018877.8	ENSMUST00000176518.1
ENSMUST00000141446.7	ENSMUST00000139985.7
ENSMUST00000211554.1	ENSMUST00000209559.1
ENSMUST00000211554.1	ENSMUST00000109626.3
ENSMUST00000170217.7	ENSMUST00000068333.13
ENSMUST00000177755.2	ENSMUST00000034401.14
ENSMUST00000207241.2	ENSMUST00000052558.3
ENSMUST00000025998.14	ENSMUST00000235880.1
ENSMUST00000025998.14	ENSMUST00000236973.1
ENSMUST00000025998.14	ENSMUST00000235201.1
ENSMUST00000226968.1	ENSMUST00000071304.2
ENSMUST00000094273.9	ENSMUST00000214430.1
ENSMUST00000086062.3	ENSMUST00000213688.1
ENSMUST00000029105.11	ENSMUST00000108807.8
ENSMUST00000029105.11	ENSMUST00000116366.8
ENSMUST00000065388.10	ENSMUST00000201769.3
ENSMUST00000227689.1	ENSMUST00000227846.1
ENSMUST00000229980.1	ENSMUST00000043149.8
ENSMUST00000200508.4	ENSMUST00000200290.4
ENSMUST00000200508.4	ENSMUST00000001047.7
ENSMUST00000007799.12	ENSMUST00000115456.5
ENSMUST00000019378.7	ENSMUST00000166821.7
ENSMUST00000026076.13	ENSMUST00000152507.7
ENSMUST00000026076.13	ENSMUST00000169850.7
ENSMUST00000185125.7	ENSMUST00000101690.3
ENSMUST00000216051.2	ENSMUST00000214770.2
ENSMUST00000216051.2	ENSMUST00000054748.5
ENSMUST00000114128.7	ENSMUST00000114133.8
ENSMUST00000114128.7	ENSMUST00000114127.7
ENSMUST00000114128.7	ENSMUST00000164101.7
ENSMUST00000237003.1	ENSMUST00000165999.1
ENSMUST00000029741.8	ENSMUST00000154679.7
ENSMUST00000178325.1	ENSMUST00000179448.1
ENSMUST00000178325.1	ENSMUST00000179311.1
ENSMUST00000178325.1	ENSMUST00000178655.1
ENSMUST00000178325.1	ENSMUST00000179552.1
ENSMUST00000118663.8	ENSMUST00000081326.6
ENSMUST00000120240.7	ENSMUST00000032060.14
ENSMUST00000136948.2	ENSMUST00000143238.1
ENSMUST00000038841.13	ENSMUST00000108348.1
ENSMUST00000178137.1	ENSMUST00000179747.1
ENSMUST00000217803.1	ENSMUST00000059617.1
ENSMUST00000130469.7	ENSMUST00000181844.7
ENSMUST00000079584.2	ENSMUST00000227014.1
ENSMUST00000126927.7	ENSMUST00000112370.8
ENSMUST00000126927.7	ENSMUST00000144548.8
ENSMUST00000026500.11	ENSMUST00000129173.1
ENSMUST00000126041.1	ENSMUST00000143408.2
ENSMUST00000154873.8	ENSMUST00000156862.2
ENSMUST00000213368.1	ENSMUST00000215287.1
ENSMUST00000213368.1	ENSMUST00000086064.2
ENSMUST00000215732.2	ENSMUST00000098196.4
ENSMUST00000214858.1	ENSMUST00000214143.1
ENSMUST00000214858.1	ENSMUST00000172230.1
ENSMUST00000136441.7	ENSMUST00000144910.1
ENSMUST00000106072.8	ENSMUST00000071108.13
ENSMUST00000049393.14	ENSMUST00000165640.7
ENSMUST00000045756.13	ENSMUST00000170612.1
ENSMUST00000053251.11	ENSMUST00000182987.7
ENSMUST00000053251.11	ENSMUST00000191473.6
ENSMUST00000229760.1	ENSMUST00000229787.1
ENSMUST00000090732.9	ENSMUST00000111714.7
ENSMUST00000090732.9	ENSMUST00000111717.3
ENSMUST00000194492.3	ENSMUST00000230833.1
ENSMUST00000215740.1	ENSMUST00000068567.4
ENSMUST00000027727.14	ENSMUST00000112237.1
ENSMUST00000216261.1	ENSMUST00000072517.1
ENSMUST00000214260.1	ENSMUST00000210138.2
ENSMUST00000214260.1	ENSMUST00000098164.1
ENSMUST00000210173.2	ENSMUST00000049719.3
ENSMUST00000146292.7	ENSMUST00000131878.1
ENSMUST00000146292.7	ENSMUST00000110187.7
ENSMUST00000093944.9	ENSMUST00000055334.2
ENSMUST00000118381.7	ENSMUST00000147277.7
ENSMUST00000213937.1	ENSMUST00000098768.2
ENSMUST00000203377.3	ENSMUST00000214195.2
ENSMUST00000203377.3	ENSMUST00000059379.1
ENSMUST00000053407.12	ENSMUST00000211933.1
ENSMUST00000053407.12	ENSMUST00000165105.1
ENSMUST00000177403.1	ENSMUST00000168622.1
ENSMUST00000134940.8	ENSMUST00000226375.1
ENSMUST00000191835.1	ENSMUST00000108308.9
ENSMUST00000054080.14	ENSMUST00000204435.2
ENSMUST00000054080.14	ENSMUST00000081956.11
ENSMUST00000054080.14	ENSMUST00000111562.7
ENSMUST00000229377.1	ENSMUST00000229371.1
ENSMUST00000229377.1	ENSMUST00000064067.8
ENSMUST00000100193.7	ENSMUST00000106349.1
ENSMUST00000159840.7	ENSMUST00000030768.9
ENSMUST00000214390.1	ENSMUST00000213425.1
ENSMUST00000214390.1	ENSMUST00000055873.6
ENSMUST00000042167.9	ENSMUST00000228916.1
ENSMUST00000197241.4	ENSMUST00000035078.12
ENSMUST00000111349.8	ENSMUST00000059566.10
ENSMUST00000111349.8	ENSMUST00000028694.11
ENSMUST00000111349.8	ENSMUST00000168916.7
ENSMUST00000020452.11	ENSMUST00000099571.9
ENSMUST00000212757.1	ENSMUST00000215236.1
ENSMUST00000217772.1	ENSMUST00000207283.2
ENSMUST00000217772.1	ENSMUST00000207786.2
ENSMUST00000114985.9	ENSMUST00000114980.7
ENSMUST00000114985.9	ENSMUST00000078486.12
ENSMUST00000210032.1	ENSMUST00000114247.1
ENSMUST00000210032.1	ENSMUST00000053568.1
ENSMUST00000054414.4	ENSMUST00000215425.1
ENSMUST00000173539.7	ENSMUST00000184132.7
ENSMUST00000047075.13	ENSMUST00000047157.12
ENSMUST00000233982.1	ENSMUST00000061660.1
ENSMUST00000216989.1	ENSMUST00000071484.3
ENSMUST00000163568.3	ENSMUST00000024947.7
ENSMUST00000067258.8	ENSMUST00000167574.1
ENSMUST00000043045.9	ENSMUST00000115689.9
ENSMUST00000043045.9	ENSMUST00000115687.7
ENSMUST00000169507.7	ENSMUST00000218490.1
ENSMUST00000166170.8	ENSMUST00000075275.2
ENSMUST00000108061.7	ENSMUST00000108062.7
ENSMUST00000107209.7	ENSMUST00000136139.7
ENSMUST00000107209.7	ENSMUST00000098873.10
ENSMUST00000177523.7	ENSMUST00000111972.3
ENSMUST00000114559.7	ENSMUST00000114558.7
ENSMUST00000080925.6	ENSMUST00000098141.1
ENSMUST00000192158.5	ENSMUST00000216263.1
ENSMUST00000183788.7	ENSMUST00000069740.13
ENSMUST00000207628.1	ENSMUST00000207331.1
ENSMUST00000207628.1	ENSMUST00000208746.1
ENSMUST00000097921.9	ENSMUST00000063531.4
ENSMUST00000051094.8	ENSMUST00000121783.6
ENSMUST00000215727.1	ENSMUST00000211952.2
ENSMUST00000215727.1	ENSMUST00000104875.1
ENSMUST00000031243.14	ENSMUST00000112748.7
ENSMUST00000031243.14	ENSMUST00000112747.1
ENSMUST00000106344.7	ENSMUST00000026658.12
ENSMUST00000078155.11	ENSMUST00000159124.7
ENSMUST00000078155.11	ENSMUST00000162099.7
ENSMUST00000214141.1	ENSMUST00000099877.1
ENSMUST00000085912.9	ENSMUST00000039506.14
ENSMUST00000041362.11	ENSMUST00000110199.2
ENSMUST00000108684.7	ENSMUST00000180845.7
ENSMUST00000108684.7	ENSMUST00000081911.11
ENSMUST00000031199.10	ENSMUST00000117455.7
ENSMUST00000031199.10	ENSMUST00000120150.1
ENSMUST00000037726.13	ENSMUST00000126867.7
ENSMUST00000037726.13	ENSMUST00000148661.1
ENSMUST00000171342.2	ENSMUST00000096386.12
ENSMUST00000105852.7	ENSMUST00000067567.4
ENSMUST00000214855.1	ENSMUST00000080311.1
ENSMUST00000177998.1	ENSMUST00000179231.1
ENSMUST00000177998.1	ENSMUST00000178389.1
ENSMUST00000018632.10	ENSMUST00000170942.1
ENSMUST00000163742.8	ENSMUST00000178011.7
ENSMUST00000039487.9	ENSMUST00000100955.2
ENSMUST00000045744.6	ENSMUST00000219479.1
ENSMUST00000108901.7	ENSMUST00000087563.6
ENSMUST00000107509.7	ENSMUST00000107511.7
ENSMUST00000022820.11	ENSMUST00000165432.1
ENSMUST00000189253.1	ENSMUST00000179595.1
ENSMUST00000034311.14	ENSMUST00000215536.1
ENSMUST00000143601.7	ENSMUST00000238569.1
ENSMUST00000111594.2	ENSMUST00000028021.6
ENSMUST00000111594.2	ENSMUST00000193784.1
ENSMUST00000213858.1	ENSMUST00000214856.1
ENSMUST00000213858.1	ENSMUST00000217536.2
ENSMUST00000213858.1	ENSMUST00000056795.3
ENSMUST00000191677.5	ENSMUST00000191642.5
ENSMUST00000191677.5	ENSMUST00000195620.5
ENSMUST00000191677.5	ENSMUST00000114991.7
ENSMUST00000223967.1	ENSMUST00000178349.1
ENSMUST00000105323.7	ENSMUST00000020454.10
ENSMUST00000105323.7	ENSMUST00000105324.8
ENSMUST00000105323.7	ENSMUST00000167481.7
ENSMUST00000207904.1	ENSMUST00000207093.2
ENSMUST00000207904.1	ENSMUST00000072219.1
ENSMUST00000113265.7	ENSMUST00000229858.1
ENSMUST00000128909.7	ENSMUST00000029777.13
ENSMUST00000128909.7	ENSMUST00000155309.7
ENSMUST00000229641.1	ENSMUST00000023231.6
ENSMUST00000228031.1	ENSMUST00000227573.1
ENSMUST00000108437.7	ENSMUST00000043696.8
ENSMUST00000126781.1	ENSMUST00000214706.1
ENSMUST00000031734.15	ENSMUST00000177545.1
ENSMUST00000236329.1	ENSMUST00000238133.1
ENSMUST00000236329.1	ENSMUST00000151808.1
ENSMUST00000113974.10	ENSMUST00000176262.7
ENSMUST00000113974.10	ENSMUST00000113977.8
ENSMUST00000221104.1	ENSMUST00000165079.7
ENSMUST00000106307.8	ENSMUST00000166542.2
ENSMUST00000204003.1	ENSMUST00000205122.1
ENSMUST00000156025.1	ENSMUST00000126198.2
ENSMUST00000156025.1	ENSMUST00000165874.7
ENSMUST00000156025.1	ENSMUST00000190081.6
ENSMUST00000216473.1	ENSMUST00000071625.1
ENSMUST00000054311.5	ENSMUST00000107636.3
ENSMUST00000054311.5	ENSMUST00000107633.1
ENSMUST00000054311.5	ENSMUST00000062172.5
ENSMUST00000165032.8	ENSMUST00000025417.8
ENSMUST00000023689.10	ENSMUST00000117748.7
ENSMUST00000159178.1	ENSMUST00000161328.7
ENSMUST00000162908.1	ENSMUST00000180961.2
ENSMUST00000210113.2	ENSMUST00000215899.1
ENSMUST00000210113.2	ENSMUST00000214318.2
ENSMUST00000220376.1	ENSMUST00000095691.6
ENSMUST00000117801.7	ENSMUST00000005719.3
ENSMUST00000233067.1	ENSMUST00000024981.8
ENSMUST00000065509.10	ENSMUST00000207023.1
ENSMUST00000065509.10	ENSMUST00000167220.3
ENSMUST00000203214.2	ENSMUST00000230188.1
ENSMUST00000109799.7	ENSMUST00000189688.1
ENSMUST00000112030.8	ENSMUST00000093486.9
ENSMUST00000033035.12	ENSMUST00000167299.8
ENSMUST00000119035.8	ENSMUST00000179832.7
ENSMUST00000029569.8	ENSMUST00000120120.7
ENSMUST00000078976.8	ENSMUST00000226453.1
ENSMUST00000078976.8	ENSMUST00000226671.1
ENSMUST00000078976.8	ENSMUST00000228275.1
ENSMUST00000111993.8	ENSMUST00000102676.8
ENSMUST00000208694.1	ENSMUST00000215372.1
ENSMUST00000208694.1	ENSMUST00000079042.6
ENSMUST00000193734.5	ENSMUST00000202747.3
ENSMUST00000193734.5	ENSMUST00000063988.13
ENSMUST00000193734.5	ENSMUST00000192328.4
ENSMUST00000239138.1	ENSMUST00000112145.2
ENSMUST00000131351.7	ENSMUST00000171462.7
ENSMUST00000108716.7	ENSMUST00000019246.3
ENSMUST00000234466.1	ENSMUST00000235044.1
ENSMUST00000234466.1	ENSMUST00000234518.1
ENSMUST00000234466.1	ENSMUST00000234391.1
ENSMUST00000234466.1	ENSMUST00000234473.1
ENSMUST00000234466.1	ENSMUST00000234053.1
ENSMUST00000234466.1	ENSMUST00000234643.1
ENSMUST00000126510.7	ENSMUST00000133012.7
ENSMUST00000126510.7	ENSMUST00000026578.13
ENSMUST00000126510.7	ENSMUST00000132061.1
ENSMUST00000112951.8	ENSMUST00000078478.7
ENSMUST00000112951.8	ENSMUST00000120101.7
ENSMUST00000112951.8	ENSMUST00000119141.7
ENSMUST00000195738.1	ENSMUST00000201280.1
ENSMUST00000217376.1	ENSMUST00000061081.1
ENSMUST00000001900.8	ENSMUST00000161915.7
ENSMUST00000229257.1	ENSMUST00000230483.1
ENSMUST00000228284.1	ENSMUST00000088788.3
ENSMUST00000231509.1	ENSMUST00000232305.1
ENSMUST00000112720.7	ENSMUST00000026303.15
ENSMUST00000187978.6	ENSMUST00000180952.7
ENSMUST00000238109.1	ENSMUST00000072632.5
ENSMUST00000020681.9	ENSMUST00000178622.2
ENSMUST00000139725.7	ENSMUST00000027257.9
ENSMUST00000214919.1	ENSMUST00000076958.5
ENSMUST00000113776.7	ENSMUST00000113775.7
ENSMUST00000113776.7	ENSMUST00000113777.7
ENSMUST00000108383.1	ENSMUST00000095151.11
ENSMUST00000161527.7	ENSMUST00000160853.7
ENSMUST00000161527.7	ENSMUST00000023212.14
ENSMUST00000216961.1	ENSMUST00000217054.1
ENSMUST00000216961.1	ENSMUST00000188861.2
ENSMUST00000065504.16	ENSMUST00000224975.1
ENSMUST00000108354.7	ENSMUST00000201040.3
ENSMUST00000112161.7	ENSMUST00000060719.11
ENSMUST00000112161.7	ENSMUST00000112164.1
ENSMUST00000055261.10	ENSMUST00000101245.3
ENSMUST00000226906.1	ENSMUST00000226246.1
ENSMUST00000141191.7	ENSMUST00000155273.1
ENSMUST00000029120.13	ENSMUST00000116389.8
ENSMUST00000133485.7	ENSMUST00000153684.7
ENSMUST00000133485.7	ENSMUST00000135814.1
ENSMUST00000060315.11	ENSMUST00000106848.7
ENSMUST00000060315.11	ENSMUST00000106849.8
ENSMUST00000237301.1	ENSMUST00000237430.1
ENSMUST00000237301.1	ENSMUST00000236296.1
ENSMUST00000237301.1	ENSMUST00000025999.6
ENSMUST00000112558.9	ENSMUST00000038118.14
ENSMUST00000027697.11	ENSMUST00000112362.2
ENSMUST00000234736.1	ENSMUST00000025160.8
ENSMUST00000234736.1	ENSMUST00000115837.2
ENSMUST00000120401.8	ENSMUST00000170592.3
ENSMUST00000132527.8	ENSMUST00000103059.1
ENSMUST00000217057.1	ENSMUST00000057755.1
ENSMUST00000109670.7	ENSMUST00000043126.11
ENSMUST00000166768.2	ENSMUST00000098327.1
ENSMUST00000215548.2	ENSMUST00000099920.1
ENSMUST00000085876.11	ENSMUST00000169857.1
ENSMUST00000188404.6	ENSMUST00000188691.1
ENSMUST00000188404.6	ENSMUST00000089900.9
ENSMUST00000144142.1	ENSMUST00000167641.7
ENSMUST00000145210.7	ENSMUST00000025569.8
ENSMUST00000145210.7	ENSMUST00000236561.1
ENSMUST00000145210.7	ENSMUST00000059582.8
ENSMUST00000029950.9	ENSMUST00000178925.7
ENSMUST00000190516.1	ENSMUST00000170889.1
ENSMUST00000190516.1	ENSMUST00000188422.1
ENSMUST00000190516.1	ENSMUST00000165756.1
ENSMUST00000049997.13	ENSMUST00000110156.1
ENSMUST00000027232.14	ENSMUST00000232841.1
ENSMUST00000040227.2	ENSMUST00000206839.1
ENSMUST00000216942.1	ENSMUST00000051540.4
ENSMUST00000134538.8	ENSMUST00000047099.12
ENSMUST00000134538.8	ENSMUST00000131483.2
ENSMUST00000168412.2	ENSMUST00000106567.1
ENSMUST00000168412.2	ENSMUST00000190378.1
ENSMUST00000229676.1	ENSMUST00000230371.1
ENSMUST00000125652.7	ENSMUST00000111587.9
ENSMUST00000188439.1	ENSMUST00000178806.1
ENSMUST00000188439.1	ENSMUST00000178595.1
ENSMUST00000188439.1	ENSMUST00000179004.1
ENSMUST00000188439.1	ENSMUST00000179859.1
ENSMUST00000188439.1	ENSMUST00000177926.2
ENSMUST00000188439.1	ENSMUST00000164729.2
ENSMUST00000216650.1	ENSMUST00000090156.1
ENSMUST00000183404.7	ENSMUST00000184783.7
ENSMUST00000015100.14	ENSMUST00000201360.3
ENSMUST00000045699.7	ENSMUST00000111317.8
ENSMUST00000179163.2	ENSMUST00000070888.13
ENSMUST00000179163.2	ENSMUST00000234686.1
ENSMUST00000179163.2	ENSMUST00000234335.1
ENSMUST00000002025.4	ENSMUST00000183187.1
ENSMUST00000214472.1	ENSMUST00000087831.1
ENSMUST00000051912.12	ENSMUST00000107591.8
ENSMUST00000051912.12	ENSMUST00000208711.1
ENSMUST00000128667.7	ENSMUST00000061771.8
ENSMUST00000061831.10	ENSMUST00000118411.1
ENSMUST00000125461.7	ENSMUST00000201531.3
ENSMUST00000130418.7	ENSMUST00000032175.10
ENSMUST00000210789.2	ENSMUST00000209364.2
ENSMUST00000031696.9	ENSMUST00000117688.1
ENSMUST00000200941.1	ENSMUST00000202332.1
ENSMUST00000152594.7	ENSMUST00000093798.8
ENSMUST00000041606.13	ENSMUST00000108273.1
